==================================================
CIFAR-100 ResNet 訓練紀錄
==================================================
電腦名稱         : aero01
Python 版本      : 3.10.12
TensorFlow 版本  : 2.17.0
訓練裝置類型     : CUDA
裝置名稱         : NVIDIA L40S
CUDA 版本        : 12.3
訓練開始時間     : 2026-05-05 00:43:10
總訓練時間       : 65291.84 秒

--------------------------------------------------
Epoch    Loss       Train Acc    Test Acc     累計時間
1732/5000  0.0043     99.88        72.71        22980.50s
1733/5000  0.0031     99.90        72.93        22993.31s
1734/5000  0.0020     99.93        73.59        23006.17s
1735/5000  0.0036     99.89        72.42        23019.00s
1736/5000  0.0041     99.85        72.94        23031.88s
1737/5000  0.0049     99.87        73.15        23044.72s
1738/5000  0.0040     99.86        72.95        23057.64s
1739/5000  0.0030     99.91        72.83        23070.55s
1740/5000  0.0049     99.84        72.44        23083.66s
1741/5000  0.0039     99.88        73.03        23096.73s
1742/5000  0.0036     99.87        73.03        23109.82s
1743/5000  0.0036     99.88        72.65        23122.91s
1744/5000  0.0031     99.91        72.92        23136.09s
1745/5000  0.0036     99.89        73.42        23149.30s
1746/5000  0.0037     99.88        73.36        23162.29s
1747/5000  0.0041     99.85        73.32        23175.37s
1748/5000  0.0033     99.89        73.04        23188.33s
1749/5000  0.0028     99.91        72.91        23201.21s
1750/5000  0.0028     99.91        72.72        23214.17s
1751/5000  0.0042     99.87        72.82        23227.04s
1752/5000  0.0047     99.88        72.81        23239.94s
1753/5000  0.0040     99.88        72.59        23252.79s
1754/5000  0.0029     99.90        72.82        23265.59s
1755/5000  0.0036     99.88        72.54        23278.47s
1756/5000  0.0054     99.86        72.91        23291.35s
1757/5000  0.0030     99.89        73.05        23304.17s
1758/5000  0.0038     99.89        72.68        23316.99s
1759/5000  0.0033     99.90        73.40        23329.86s
1760/5000  0.0033     99.91        72.62        23342.71s
1761/5000  0.0036     99.87        73.37        23355.57s
1762/5000  0.0042     99.87        73.21        23368.61s
1763/5000  0.0031     99.90        73.24        23381.43s
1764/5000  0.0038     99.90        72.87        23394.19s
1765/5000  0.0036     99.88        73.05        23407.00s
1766/5000  0.0046     99.86        72.70        23419.98s
1767/5000  0.0030     99.90        72.77        23432.98s
1768/5000  0.0034     99.90        72.87        23445.89s
1769/5000  0.0038     99.88        72.01        23458.76s
1770/5000  0.0044     99.88        72.05        23471.66s
1771/5000  0.0032     99.90        72.30        23484.58s
1772/5000  0.0043     99.88        72.60        23497.49s
1773/5000  0.0037     99.87        72.48        23510.34s
1774/5000  0.0046     99.85        72.58        23523.19s
1775/5000  0.0033     99.89        72.85        23536.05s
1776/5000  0.0034     99.90        72.66        23548.95s
1777/5000  0.0035     99.87        72.92        23561.83s
1778/5000  0.0037     99.89        73.23        23574.75s
1779/5000  0.0044     99.89        72.86        23587.62s
1780/5000  0.0035     99.90        73.04        23600.51s
1781/5000  0.0040     99.87        72.68        23613.40s
1782/5000  0.0026     99.91        72.49        23626.33s
1783/5000  0.0040     99.88        72.44        23639.24s
1784/5000  0.0040     99.85        72.32        23652.15s
1785/5000  0.0025     99.92        72.54        23665.01s
1786/5000  0.0036     99.89        72.81        23677.89s
1787/5000  0.0042     99.88        72.90        23690.76s
1788/5000  0.0034     99.91        73.00        23703.61s
1789/5000  0.0039     99.88        73.16        23716.49s
1790/5000  0.0030     99.90        72.77        23729.40s
1791/5000  0.0050     99.85        72.85        23742.37s
1792/5000  0.0031     99.88        73.24        23755.38s
1793/5000  0.0026     99.91        73.07        23768.32s
1794/5000  0.0030     99.91        72.88        23781.33s
1795/5000  0.0023     99.90        72.71        23794.23s
1796/5000  0.0038     99.88        73.10        23807.12s
1797/5000  0.0033     99.88        73.16        23819.98s
1798/5000  0.0025     99.90        72.33        23832.78s
1799/5000  0.0035     99.88        72.74        23845.73s
1800/5000  0.0030     99.90        72.50        23858.67s
1801/5000  0.0040     99.89        72.48        23871.55s
1802/5000  0.0038     99.88        72.71        23884.53s
1803/5000  0.0036     99.88        72.77        23897.40s
1804/5000  0.0030     99.90        72.93        23910.22s
1805/5000  0.0041     99.88        72.53        23923.09s
1806/5000  0.0031     99.91        73.26        23936.04s
1807/5000  0.0032     99.89        72.69        23949.08s
1808/5000  0.0038     99.88        73.10        23961.92s
1809/5000  0.0037     99.88        73.27        23974.83s
1810/5000  0.0031     99.90        73.22        23987.77s
1811/5000  0.0035     99.88        73.06        24000.74s
1812/5000  0.0040     99.88        73.43        24013.53s
1813/5000  0.0033     99.88        73.06        24026.38s
1814/5000  0.0032     99.88        73.57        24039.30s
1815/5000  0.0031     99.90        73.22        24052.25s
1816/5000  0.0037     99.89        73.18        24065.19s
1817/5000  0.0035     99.90        72.71        24078.13s
1818/5000  0.0028     99.91        73.39        24091.00s
1819/5000  0.0026     99.92        73.07        24103.99s
1820/5000  0.0033     99.89        73.49        24116.84s
1821/5000  0.0045     99.86        72.89        24129.64s
1822/5000  0.0033     99.89        73.08        24142.57s
1823/5000  0.0048     99.87        73.53        24155.44s
1824/5000  0.0024     99.91        73.39        24168.34s
1825/5000  0.0027     99.90        73.26        24181.26s
1826/5000  0.0035     99.88        72.95        24194.20s
1827/5000  0.0031     99.89        72.89        24207.12s
1828/5000  0.0052     99.86        72.72        24220.09s
1829/5000  0.0035     99.88        72.92        24232.96s
1830/5000  0.0032     99.92        72.88        24245.78s
1831/5000  0.0032     99.90        73.42        24258.69s
1832/5000  0.0036     99.90        73.05        24271.60s
1833/5000  0.0033     99.90        73.22        24284.45s
1834/5000  0.0035     99.89        73.04        24297.28s
1835/5000  0.0035     99.90        73.23        24310.11s
1836/5000  0.0038     99.89        72.77        24323.00s
1837/5000  0.0034     99.89        72.65        24335.85s
1838/5000  0.0035     99.90        72.68        24348.74s
1839/5000  0.0053     99.84        72.76        24361.65s
1840/5000  0.0025     99.92        73.23        24374.56s
1841/5000  0.0028     99.89        73.48        24387.46s
1842/5000  0.0025     99.92        73.19        24400.36s
1843/5000  0.0037     99.88        72.36        24413.19s
1844/5000  0.0038     99.89        73.00        24426.08s
1845/5000  0.0044     99.86        72.92        24438.94s
1846/5000  0.0040     99.86        73.18        24451.87s
1847/5000  0.0030     99.89        72.76        24464.70s
1848/5000  0.0027     99.91        72.73        24477.57s
1849/5000  0.0030     99.89        73.35        24490.41s
1850/5000  0.0024     99.91        73.24        24503.31s
1851/5000  0.0045     99.88        72.71        24516.14s
1852/5000  0.0028     99.90        72.72        24528.91s
1853/5000  0.0038     99.88        72.88        24541.75s
1854/5000  0.0037     99.87        72.50        24554.52s
1855/5000  0.0038     99.88        73.42        24567.34s
1856/5000  0.0028     99.91        72.72        24580.19s
1857/5000  0.0021     99.92        72.95        24593.00s
1858/5000  0.0041     99.90        72.96        24605.85s
1859/5000  0.0033     99.90        72.81        24618.69s
1860/5000  0.0048     99.86        72.65        24631.54s
1861/5000  0.0035     99.89        72.83        24644.35s
1862/5000  0.0037     99.89        72.88        24657.16s
1863/5000  0.0027     99.91        72.96        24669.94s
1864/5000  0.0027     99.92        72.88        24682.75s
1865/5000  0.0037     99.89        73.11        24695.54s
1866/5000  0.0033     99.90        73.07        24708.33s
1867/5000  0.0033     99.89        72.93        24721.27s
1868/5000  0.0026     99.92        73.13        24734.05s
1869/5000  0.0024     99.91        73.13        24746.88s
1870/5000  0.0034     99.87        72.47        24759.68s
1871/5000  0.0046     99.87        73.04        24772.58s
1872/5000  0.0041     99.89        72.96        24785.35s
1873/5000  0.0026     99.90        72.97        24798.23s
1874/5000  0.0031     99.88        73.06        24811.09s
1875/5000  0.0030     99.90        72.97        24823.93s
1876/5000  0.0039     99.88        72.73        24836.74s
1877/5000  0.0031     99.91        73.42        24849.48s
1878/5000  0.0044     99.88        73.16        24862.39s
1879/5000  0.0029     99.90        72.85        24875.24s
1880/5000  0.0034     99.90        73.21        24888.17s
1881/5000  0.0036     99.89        73.17        24900.94s
1882/5000  0.0034     99.89        73.60        24913.76s
1883/5000  0.0028     99.90        73.45        24926.63s
1884/5000  0.0021     99.93        73.04        24939.44s
1885/5000  0.0037     99.89        73.20        24952.30s
1886/5000  0.0036     99.89        73.24        24965.17s
1887/5000  0.0034     99.90        73.01        24978.02s
1888/5000  0.0039     99.88        72.68        24990.81s
1889/5000  0.0023     99.92        73.33        25003.64s
1890/5000  0.0030     99.90        73.46        25016.67s
1891/5000  0.0035     99.89        73.15        25029.45s
1892/5000  0.0028     99.90        72.96        25042.42s
1893/5000  0.0031     99.91        73.13        25055.29s
1894/5000  0.0033     99.90        73.04        25068.12s
1895/5000  0.0034     99.88        72.78        25081.11s
1896/5000  0.0035     99.89        72.84        25094.08s
1897/5000  0.0033     99.88        72.84        25106.94s
1898/5000  0.0023     99.92        73.24        25119.82s
1899/5000  0.0025     99.91        73.13        25132.68s
1900/5000  0.0018     99.92        73.07        25145.51s
1901/5000  0.0041     99.88        72.85        25158.46s
1902/5000  0.0042     99.86        72.71        25171.27s
1903/5000  0.0030     99.90        72.67        25184.08s
1904/5000  0.0046     99.89        72.60        25196.94s
1905/5000  0.0038     99.88        72.90        25210.09s
1906/5000  0.0036     99.89        73.19        25222.97s
1907/5000  0.0038     99.90        72.84        25235.84s
1908/5000  0.0034     99.89        72.83        25248.64s
1909/5000  0.0026     99.91        73.06        25261.62s
1910/5000  0.0028     99.90        72.65        25274.52s
1911/5000  0.0032     99.90        73.07        25287.38s
1912/5000  0.0031     99.91        73.04        25300.38s
1913/5000  0.0034     99.90        72.24        25313.30s
1914/5000  0.0044     99.86        72.62        25326.14s
1915/5000  0.0036     99.91        72.61        25339.00s
1916/5000  0.0042     99.89        72.40        25351.83s
1917/5000  0.0045     99.88        73.15        25364.66s
1918/5000  0.0034     99.88        72.93        25377.53s
1919/5000  0.0033     99.88        73.29        25390.46s
1920/5000  0.0024     99.92        73.29        25403.35s
1921/5000  0.0031     99.90        73.55        25416.34s
1922/5000  0.0023     99.93        73.66        25429.24s
1923/5000  0.0027     99.90        73.32        25442.19s
1924/5000  0.0032     99.89        73.25        25455.08s
1925/5000  0.0017     99.94        73.29        25467.90s
1926/5000  0.0026     99.91        72.76        25480.80s
1927/5000  0.0027     99.92        72.85        25493.73s
1928/5000  0.0035     99.90        72.97        25506.67s
1929/5000  0.0033     99.89        72.74        25519.54s
1930/5000  0.0024     99.90        73.04        25532.37s
1931/5000  0.0036     99.89        72.80        25545.20s
1932/5000  0.0038     99.87        72.95        25558.12s
1933/5000  0.0025     99.91        73.03        25570.98s
1934/5000  0.0025     99.93        73.02        25584.02s
1935/5000  0.0037     99.89        72.95        25596.82s
1936/5000  0.0032     99.89        72.72        25609.68s
1937/5000  0.0027     99.92        72.64        25622.57s
1938/5000  0.0024     99.91        72.98        25635.51s
1939/5000  0.0037     99.89        72.93        25648.41s
1940/5000  0.0035     99.88        72.73        25661.19s
1941/5000  0.0028     99.89        72.90        25674.05s
1942/5000  0.0036     99.90        71.85        25686.96s
1943/5000  0.0034     99.91        72.39        25699.79s
1944/5000  0.0032     99.90        72.81        25712.71s
1945/5000  0.0023     99.93        72.74        25725.59s
1946/5000  0.0025     99.90        72.88        25738.51s
1947/5000  0.0027     99.90        73.09        25751.47s
1948/5000  0.0029     99.89        73.27        25764.26s
1949/5000  0.0020     99.93        73.24        25777.11s
1950/5000  0.0021     99.93        73.24        25789.95s
1951/5000  0.0031     99.89        73.07        25802.82s
1952/5000  0.0036     99.89        72.76        25815.65s
1953/5000  0.0025     99.92        72.66        25828.52s
1954/5000  0.0038     99.89        72.51        25841.38s
1955/5000  0.0043     99.86        72.53        25854.45s
